CheckAMG: at least a category,CheckAMG: at least L1,CheckAMG: specific function,DefenseFinder,Structure: known function,Structure: unknown function,ecosystem,theme_ext,func_category
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Other,regulatory
TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,gut,Other,regulatory
TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,gut,No functional annotation,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Other,regulatory
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,gut,Physiological,No reliable label
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,gut,Other,No reliable label
TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,regulatory
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,gut,Other,No reliable label
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,gut,Regulatory,No reliable label
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,gut,No functional annotation,No reliable label
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,gut,No functional annotation,No reliable label
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Physiological,physiological
TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,gut,Other,physiological
TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,gut,No functional annotation,regulatory
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,gut,Other,No reliable label
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,gut,No functional annotation,No reliable label
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,gut,No functional annotation,No reliable label
TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,physiological
TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,physiological
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,gut,No functional annotation,No reliable label
TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,gut,Other,physiological
TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,gut,Physiological,physiological
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,gut,Metabolic,No reliable label
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,gut,Regulatory,No reliable label
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,gut,No functional annotation,No reliable label
TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,gut,Other,regulatory
TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,gut,No functional annotation,regulatory
TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,gut,Physiological,regulatory
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,gut,No functional annotation,No reliable label
TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,gut,No functional annotation,regulatory
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,gut,No functional annotation,No reliable label
TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,gut,No functional annotation,physiological
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,gut,Other,No reliable label
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,gut,Physiological,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,physiological
TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,regulatory
TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,gut,No functional annotation,physiological
TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,gut,No functional annotation,physiological
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Metabolic,regulatory
TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Physiological,regulatory
TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,gut,Other,regulatory
TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,gut,No functional annotation,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Other,regulatory
FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,No reliable label
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,gut,No functional annotation,No reliable label
FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,No reliable label
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,gut,No functional annotation,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,gut,No functional annotation,No reliable label
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,gut,No functional annotation,regulatory
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,gut,No functional annotation,No reliable label
TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,gut,Physiological,No reliable label
TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,gut,No functional annotation,regulatory
TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,gut,Physiological,physiological
TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,gut,Physiological,physiological
TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,gut,Physiological,regulatory
TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,No reliable label
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Physiological,physiological
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Other,regulatory
TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,gut,Physiological,metabolic
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Other,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,gut,No functional annotation,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Metabolic,regulatory
TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,regulatory
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,gut,No functional annotation,No reliable label
TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,gut,Physiological,regulatory
TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,gut,Other,physiological
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,gut,No functional annotation,regulatory
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,gut,Metabolic,No reliable label
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,gut,No functional annotation,No reliable label
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,gut,No functional annotation,No reliable label
TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,gut,Other,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,gut,Physiological,physiological
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,regulatory
FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,No reliable label
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Physiological,regulatory
TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,gut,Physiological,physiological
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Metabolic,regulatory
TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,gut,No functional annotation,regulatory
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,gut,Regulatory,No reliable label
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,gut,Regulatory,No reliable label
TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,gut,Other,No reliable label
TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,gut,Physiological,physiological
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Other,regulatory
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,gut,No functional annotation,No reliable label
TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,gut,Physiological,physiological
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,gut,Regulatory,No reliable label
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Physiological,physiological
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,gut,No functional annotation,No reliable label
TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,gut,Physiological,regulatory
TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,gut,No functional annotation,regulatory
TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,gut,Physiological,regulatory
FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,gut,Physiological,No reliable label
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,gut,No functional annotation,No reliable label
TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,gut,Physiological,physiological
TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,gut,No functional annotation,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Other,physiological
FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,gut,Physiological,No reliable label
TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,gut,Physiological,regulatory
TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Metabolic,metabolic
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,gut,Physiological,No reliable label
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,regulatory
TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,gut,No functional annotation,regulatory
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,gut,Metabolic,No reliable label
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,gut,No functional annotation,No reliable label
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,No reliable label
TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,gut,Physiological,physiological
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Other,metabolic
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,gut,No functional annotation,regulatory
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,gut,Metabolic,No reliable label
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Other,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,gut,No functional annotation,regulatory
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,gut,Regulatory,No reliable label
TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,gut,No functional annotation,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,gut,No functional annotation,No reliable label
TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,gut,Regulatory,physiological
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,gut,No functional annotation,No reliable label
FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,No reliable label
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,gut,No functional annotation,physiological
TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,gut,Physiological,regulatory
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,gut,Metabolic,No reliable label
TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Other,regulatory
TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,gut,Physiological,metabolic
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,gut,Other,No reliable label
TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,regulatory
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,gut,No functional annotation,No reliable label
TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,gut,No functional annotation,regulatory
TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,gut,Other,regulatory
TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,No reliable label
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,gut,Other,No reliable label
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,gut,Metabolic,No reliable label
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Other,regulatory
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,gut,No functional annotation,No reliable label
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,gut,No functional annotation,No reliable label
FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,No reliable label
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Other,regulatory
TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,physiological
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Physiological,physiological
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Other,regulatory
TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,gut,Metabolic,physiological
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Metabolic,metabolic
TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,physiological
FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,No reliable label
TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,gut,Other,regulatory
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,gut,No functional annotation,No reliable label
TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,gut,No functional annotation,regulatory
TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,gut,No functional annotation,regulatory
TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,gut,No functional annotation,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,gut,Other,No reliable label
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,gut,No functional annotation,No reliable label
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Other,regulatory
TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Physiological,regulatory
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,gut,Other,No reliable label
TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Other,regulatory
TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,regulatory
TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,gut,No functional annotation,regulatory
TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,regulatory
TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,gut,No functional annotation,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Physiological,physiological
TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,regulatory
TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,gut,Physiological,regulatory
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,gut,Physiological,No reliable label
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,gut,Other,No reliable label
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,gut,No functional annotation,No reliable label
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,regulatory
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,gut,No functional annotation,No reliable label
TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,gut,Physiological,regulatory
TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,gut,No functional annotation,physiological
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,No reliable label
TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,gut,Other,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,gut,No functional annotation,No reliable label
TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,gut,Physiological,regulatory
TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,gut,Physiological,regulatory
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,gut,Metabolic,No reliable label
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,gut,No functional annotation,No reliable label
TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,gut,No functional annotation,regulatory
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,gut,Metabolic,No reliable label
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,gut,No functional annotation,No reliable label
TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,gut,No functional annotation,physiological
FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,No reliable label
TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,gut,No functional annotation,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Other,regulatory
TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,gut,No functional annotation,physiological
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,gut,Other,No reliable label
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Other,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Other,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Other,regulatory
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,gut,Other,No reliable label
TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,gut,Physiological,regulatory
TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,gut,Physiological,regulatory
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,gut,Regulatory,No reliable label
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,gut,No functional annotation,No reliable label
FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,No reliable label
TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,gut,No functional annotation,regulatory
TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,regulatory
TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Physiological,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Other,physiological
TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,gut,Physiological,regulatory
TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,gut,Physiological,physiological
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,gut,No functional annotation,physiological
TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Physiological,physiological
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,gut,No functional annotation,No reliable label
TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,regulatory
TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,metabolic
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,gut,Other,No reliable label
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Other,regulatory
TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,gut,Other,physiological
TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,gut,Physiological,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Other,regulatory
TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,gut,No functional annotation,regulatory
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,gut,Regulatory,No reliable label
TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,gut,No functional annotation,regulatory
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,gut,Other,No reliable label
TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,gut,No functional annotation,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Other,physiological
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,gut,Other,No reliable label
TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,metabolic
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Metabolic,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Other,regulatory
FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,No reliable label
TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,gut,Physiological,regulatory
TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,gut,Physiological,regulatory
TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,gut,No functional annotation,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Other,regulatory
FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,No reliable label
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,gut,Other,No reliable label
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Physiological,physiological
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Other,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Other,regulatory
TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,regulatory
FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,No reliable label
TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Other,regulatory
TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,physiological
TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,gut,No functional annotation,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Other,regulatory
TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,gut,Metabolic,regulatory
TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Physiological,regulatory
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Physiological,physiological
TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,gut,Other,physiological
TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,gut,Physiological,regulatory
TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,gut,Regulatory,regulatory
TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,gut,No functional annotation,regulatory
FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,gut,Physiological,No reliable label
TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,gut,Physiological,regulatory
TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,gut,No functional annotation,regulatory
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,gut,Regulatory,No reliable label
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,gut,Regulatory,No reliable label
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,gut,Other,No reliable label
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,gut,No functional annotation,physiological
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,gut,Other,regulatory
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,gut,Physiological,No reliable label
TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,gut,Physiological,regulatory
TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,gut,Physiological,regulatory
TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,gut,No functional annotation,physiological
TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,gut,Physiological,regulatory
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,gut,No functional annotation,No reliable label
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,gut,Other,No reliable label
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,gut,No functional annotation,No reliable label
TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,gut,Physiological,regulatory
