Protein	Contig	Genome	Classification	Function	Final AVG Probability	Final AVG Confidence Level
vRhyme_unbinned_81__MGr3G3H3I_000000246984_10	vRhyme_unbinned_81__MGr3G3H3I_000000246984	vRhyme_unbinned_81__MGr3G3H3I_000000246984	unclassified		0.0	low
vRhyme_unbinned_81__MGr3G3H3I_000000246984_11	vRhyme_unbinned_81__MGr3G3H3I_000000246984	vRhyme_unbinned_81__MGr3G3H3I_000000246984	unclassified		0.0	low
vRhyme_unbinned_81__MGr3G3H3I_000000246984_12	vRhyme_unbinned_81__MGr3G3H3I_000000246984	vRhyme_unbinned_81__MGr3G3H3I_000000246984	unclassified		0.0	low
vRhyme_unbinned_81__MGr3G3H3I_000000246984_13	vRhyme_unbinned_81__MGr3G3H3I_000000246984	vRhyme_unbinned_81__MGr3G3H3I_000000246984	unclassified		0.0	low
vRhyme_unbinned_81__MGr3G3H3I_000000246984_14	vRhyme_unbinned_81__MGr3G3H3I_000000246984	vRhyme_unbinned_81__MGr3G3H3I_000000246984	unclassified		0.0	low
vRhyme_unbinned_81__MGr3G3H3I_000000246984_15	vRhyme_unbinned_81__MGr3G3H3I_000000246984	vRhyme_unbinned_81__MGr3G3H3I_000000246984	unclassified		0.0	low
vRhyme_unbinned_81__MGr3G3H3I_000000246984_16	vRhyme_unbinned_81__MGr3G3H3I_000000246984	vRhyme_unbinned_81__MGr3G3H3I_000000246984	unclassified		0.0	low
vRhyme_unbinned_81__MGr3G3H3I_000000246984_17	vRhyme_unbinned_81__MGr3G3H3I_000000246984	vRhyme_unbinned_81__MGr3G3H3I_000000246984	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_1	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified	""	0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_2	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_3	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	regulatory	groES, HSPE1; chaperonin GroES	0.1627	medium
vRhyme_unbinned_82__MGr3G3H3I_000000255661_4	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_5	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	regulatory	groEL, HSPD1, HSP60, CPN60; chaperonin GroEL [EC:5.6.1.7]	1.0	very high
vRhyme_unbinned_82__MGr3G3H3I_000000255661_6	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_7	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_8	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_9	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_10	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_11	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_12	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_13	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_14	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_15	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_16	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_17	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_18	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_19	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_20	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_21	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_22	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_23	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_24	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_25	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_26	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_27	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_28	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_29	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_30	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_31	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_32	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_33	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_34	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_35	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified	membrane protein	0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_36	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_37	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_38	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_39	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_40	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_41	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_42	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_43	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_44	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_45	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_46	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_47	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_48	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_49	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified	terminase large subunit	0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_50	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.05	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_51	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_52	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified	""	0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_53	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified	RecE-like recombination exonuclease	0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_54	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_55	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_56	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_57	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_58	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_59	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_60	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_61	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified	K07496; putative transposase	0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_62	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_63	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_64	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_65	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified	Domain of unknown function (DUF7736)	0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_66	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_67	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_68	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_82__MGr3G3H3I_000000255661_69	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	unclassified		0.0	low
vRhyme_unbinned_83__MGr3G3H3I_000000264560_1	vRhyme_unbinned_83__MGr3G3H3I_000000264560	vRhyme_unbinned_83__MGr3G3H3I_000000264560	unclassified		0.0	low
vRhyme_unbinned_83__MGr3G3H3I_000000264560_2	vRhyme_unbinned_83__MGr3G3H3I_000000264560	vRhyme_unbinned_83__MGr3G3H3I_000000264560	unclassified		0.0	low
vRhyme_unbinned_83__MGr3G3H3I_000000264560_3	vRhyme_unbinned_83__MGr3G3H3I_000000264560	vRhyme_unbinned_83__MGr3G3H3I_000000264560	unclassified		0.0	low
vRhyme_unbinned_83__MGr3G3H3I_000000264560_4	vRhyme_unbinned_83__MGr3G3H3I_000000264560	vRhyme_unbinned_83__MGr3G3H3I_000000264560	unclassified		0.0	low
vRhyme_unbinned_83__MGr3G3H3I_000000264560_5	vRhyme_unbinned_83__MGr3G3H3I_000000264560	vRhyme_unbinned_83__MGr3G3H3I_000000264560	unclassified		0.0	low
vRhyme_unbinned_83__MGr3G3H3I_000000264560_6	vRhyme_unbinned_83__MGr3G3H3I_000000264560	vRhyme_unbinned_83__MGr3G3H3I_000000264560	unclassified		0.0	low
vRhyme_unbinned_83__MGr3G3H3I_000000264560_7	vRhyme_unbinned_83__MGr3G3H3I_000000264560	vRhyme_unbinned_83__MGr3G3H3I_000000264560	unclassified		0.0	low
vRhyme_unbinned_83__MGr3G3H3I_000000264560_8	vRhyme_unbinned_83__MGr3G3H3I_000000264560	vRhyme_unbinned_83__MGr3G3H3I_000000264560	unclassified		0.0	low
vRhyme_unbinned_83__MGr3G3H3I_000000264560_9	vRhyme_unbinned_83__MGr3G3H3I_000000264560	vRhyme_unbinned_83__MGr3G3H3I_000000264560	unclassified		0.0	low
vRhyme_unbinned_83__MGr3G3H3I_000000264560_10	vRhyme_unbinned_83__MGr3G3H3I_000000264560	vRhyme_unbinned_83__MGr3G3H3I_000000264560	unclassified		0.0	low
vRhyme_unbinned_83__MGr3G3H3I_000000264560_11	vRhyme_unbinned_83__MGr3G3H3I_000000264560	vRhyme_unbinned_83__MGr3G3H3I_000000264560	unclassified		0.0	low
vRhyme_unbinned_83__MGr3G3H3I_000000264560_12	vRhyme_unbinned_83__MGr3G3H3I_000000264560	vRhyme_unbinned_83__MGr3G3H3I_000000264560	unclassified		0.0	low
vRhyme_unbinned_83__MGr3G3H3I_000000264560_13	vRhyme_unbinned_83__MGr3G3H3I_000000264560	vRhyme_unbinned_83__MGr3G3H3I_000000264560	unclassified		0.0	low
vRhyme_unbinned_83__MGr3G3H3I_000000264560_14	vRhyme_unbinned_83__MGr3G3H3I_000000264560	vRhyme_unbinned_83__MGr3G3H3I_000000264560	unclassified		0.0	low
vRhyme_unbinned_83__MGr3G3H3I_000000264560_15	vRhyme_unbinned_83__MGr3G3H3I_000000264560	vRhyme_unbinned_83__MGr3G3H3I_000000264560	unclassified		0.0	low
vRhyme_unbinned_83__MGr3G3H3I_000000264560_16	vRhyme_unbinned_83__MGr3G3H3I_000000264560	vRhyme_unbinned_83__MGr3G3H3I_000000264560	unclassified		0.0	low
vRhyme_unbinned_83__MGr3G3H3I_000000264560_17	vRhyme_unbinned_83__MGr3G3H3I_000000264560	vRhyme_unbinned_83__MGr3G3H3I_000000264560	unclassified		0.0	low
vRhyme_unbinned_83__MGr3G3H3I_000000264560_18	vRhyme_unbinned_83__MGr3G3H3I_000000264560	vRhyme_unbinned_83__MGr3G3H3I_000000264560	unclassified		0.0	low
vRhyme_unbinned_83__MGr3G3H3I_000000264560_19	vRhyme_unbinned_83__MGr3G3H3I_000000264560	vRhyme_unbinned_83__MGr3G3H3I_000000264560	unclassified		0.0	low
vRhyme_unbinned_83__MGr3G3H3I_000000264560_20	vRhyme_unbinned_83__MGr3G3H3I_000000264560	vRhyme_unbinned_83__MGr3G3H3I_000000264560	unclassified		0.0	low
vRhyme_unbinned_83__MGr3G3H3I_000000264560_21	vRhyme_unbinned_83__MGr3G3H3I_000000264560	vRhyme_unbinned_83__MGr3G3H3I_000000264560	unclassified		0.0	low
vRhyme_unbinned_83__MGr3G3H3I_000000264560_22	vRhyme_unbinned_83__MGr3G3H3I_000000264560	vRhyme_unbinned_83__MGr3G3H3I_000000264560	unclassified		0.0	low
vRhyme_unbinned_83__MGr3G3H3I_000000264560_23	vRhyme_unbinned_83__MGr3G3H3I_000000264560	vRhyme_unbinned_83__MGr3G3H3I_000000264560	unclassified	Mom-like DNA modification protein	0.0	low
vRhyme_unbinned_83__MGr3G3H3I_000000264560_24	vRhyme_unbinned_83__MGr3G3H3I_000000264560	vRhyme_unbinned_83__MGr3G3H3I_000000264560	unclassified		0.0	low
vRhyme_unbinned_83__MGr3G3H3I_000000264560_25	vRhyme_unbinned_83__MGr3G3H3I_000000264560	vRhyme_unbinned_83__MGr3G3H3I_000000264560	unclassified	K07074; uncharacterized protein	0.0	low
vRhyme_unbinned_83__MGr3G3H3I_000000264560_26	vRhyme_unbinned_83__MGr3G3H3I_000000264560	vRhyme_unbinned_83__MGr3G3H3I_000000264560	unclassified		0.0	low
vRhyme_unbinned_83__MGr3G3H3I_000000264560_27	vRhyme_unbinned_83__MGr3G3H3I_000000264560	vRhyme_unbinned_83__MGr3G3H3I_000000264560	unclassified		0.0	low
vRhyme_unbinned_83__MGr3G3H3I_000000264560_28	vRhyme_unbinned_83__MGr3G3H3I_000000264560	vRhyme_unbinned_83__MGr3G3H3I_000000264560	unclassified		0.0	low
vRhyme_unbinned_83__MGr3G3H3I_000000264560_29	vRhyme_unbinned_83__MGr3G3H3I_000000264560	vRhyme_unbinned_83__MGr3G3H3I_000000264560	unclassified		0.0	low
vRhyme_unbinned_83__MGr3G3H3I_000000264560_30	vRhyme_unbinned_83__MGr3G3H3I_000000264560	vRhyme_unbinned_83__MGr3G3H3I_000000264560	unclassified		0.0	low
vRhyme_unbinned_83__MGr3G3H3I_000000264560_31	vRhyme_unbinned_83__MGr3G3H3I_000000264560	vRhyme_unbinned_83__MGr3G3H3I_000000264560	unclassified		0.0	low
vRhyme_unbinned_83__MGr3G3H3I_000000264560_32	vRhyme_unbinned_83__MGr3G3H3I_000000264560	vRhyme_unbinned_83__MGr3G3H3I_000000264560	unclassified		0.0	low
vRhyme_unbinned_83__MGr3G3H3I_000000264560_33	vRhyme_unbinned_83__MGr3G3H3I_000000264560	vRhyme_unbinned_83__MGr3G3H3I_000000264560	unclassified		0.0	low
vRhyme_unbinned_83__MGr3G3H3I_000000264560_34	vRhyme_unbinned_83__MGr3G3H3I_000000264560	vRhyme_unbinned_83__MGr3G3H3I_000000264560	unclassified		0.0	low
vRhyme_unbinned_83__MGr3G3H3I_000000264560_35	vRhyme_unbinned_83__MGr3G3H3I_000000264560	vRhyme_unbinned_83__MGr3G3H3I_000000264560	unclassified		0.0	low
vRhyme_unbinned_83__MGr3G3H3I_000000264560_36	vRhyme_unbinned_83__MGr3G3H3I_000000264560	vRhyme_unbinned_83__MGr3G3H3I_000000264560	unclassified		0.0	low
vRhyme_unbinned_83__MGr3G3H3I_000000264560_37	vRhyme_unbinned_83__MGr3G3H3I_000000264560	vRhyme_unbinned_83__MGr3G3H3I_000000264560	unclassified		0.0	low
vRhyme_unbinned_83__MGr3G3H3I_000000264560_38	vRhyme_unbinned_83__MGr3G3H3I_000000264560	vRhyme_unbinned_83__MGr3G3H3I_000000264560	unclassified		0.0	low
vRhyme_unbinned_83__MGr3G3H3I_000000264560_39	vRhyme_unbinned_83__MGr3G3H3I_000000264560	vRhyme_unbinned_83__MGr3G3H3I_000000264560	unclassified		0.0	low
vRhyme_unbinned_83__MGr3G3H3I_000000264560_40	vRhyme_unbinned_83__MGr3G3H3I_000000264560	vRhyme_unbinned_83__MGr3G3H3I_000000264560	unclassified		0.0	low
vRhyme_unbinned_83__MGr3G3H3I_000000264560_41	vRhyme_unbinned_83__MGr3G3H3I_000000264560	vRhyme_unbinned_83__MGr3G3H3I_000000264560	unclassified		0.0	low
vRhyme_unbinned_83__MGr3G3H3I_000000264560_42	vRhyme_unbinned_83__MGr3G3H3I_000000264560	vRhyme_unbinned_83__MGr3G3H3I_000000264560	unclassified		0.0	low
vRhyme_unbinned_83__MGr3G3H3I_000000264560_43	vRhyme_unbinned_83__MGr3G3H3I_000000264560	vRhyme_unbinned_83__MGr3G3H3I_000000264560	unclassified		0.0	low
vRhyme_unbinned_83__MGr3G3H3I_000000264560_44	vRhyme_unbinned_83__MGr3G3H3I_000000264560	vRhyme_unbinned_83__MGr3G3H3I_000000264560	unclassified		0.0	low
vRhyme_unbinned_84__MGr3G3H3I_000000268864_1	vRhyme_unbinned_84__MGr3G3H3I_000000268864	vRhyme_unbinned_84__MGr3G3H3I_000000268864	unclassified		0.0	low
vRhyme_unbinned_84__MGr3G3H3I_000000268864_2	vRhyme_unbinned_84__MGr3G3H3I_000000268864	vRhyme_unbinned_84__MGr3G3H3I_000000268864	unclassified		0.0	low
vRhyme_unbinned_84__MGr3G3H3I_000000268864_3	vRhyme_unbinned_84__MGr3G3H3I_000000268864	vRhyme_unbinned_84__MGr3G3H3I_000000268864	unclassified		0.0	low
vRhyme_unbinned_84__MGr3G3H3I_000000268864_4	vRhyme_unbinned_84__MGr3G3H3I_000000268864	vRhyme_unbinned_84__MGr3G3H3I_000000268864	unclassified		0.0	low
vRhyme_unbinned_84__MGr3G3H3I_000000268864_5	vRhyme_unbinned_84__MGr3G3H3I_000000268864	vRhyme_unbinned_84__MGr3G3H3I_000000268864	unclassified		0.0	low
vRhyme_unbinned_84__MGr3G3H3I_000000268864_6	vRhyme_unbinned_84__MGr3G3H3I_000000268864	vRhyme_unbinned_84__MGr3G3H3I_000000268864	unclassified		0.0	low
vRhyme_unbinned_84__MGr3G3H3I_000000268864_7	vRhyme_unbinned_84__MGr3G3H3I_000000268864	vRhyme_unbinned_84__MGr3G3H3I_000000268864	unclassified		0.0	low
vRhyme_unbinned_84__MGr3G3H3I_000000268864_8	vRhyme_unbinned_84__MGr3G3H3I_000000268864	vRhyme_unbinned_84__MGr3G3H3I_000000268864	unclassified		0.0	low
vRhyme_unbinned_84__MGr3G3H3I_000000268864_9	vRhyme_unbinned_84__MGr3G3H3I_000000268864	vRhyme_unbinned_84__MGr3G3H3I_000000268864	unclassified		0.0	low
vRhyme_unbinned_84__MGr3G3H3I_000000268864_10	vRhyme_unbinned_84__MGr3G3H3I_000000268864	vRhyme_unbinned_84__MGr3G3H3I_000000268864	unclassified		0.0	low
vRhyme_unbinned_84__MGr3G3H3I_000000268864_11	vRhyme_unbinned_84__MGr3G3H3I_000000268864	vRhyme_unbinned_84__MGr3G3H3I_000000268864	unclassified	E2.1.1.113; site-specific DNA-methyltransferase (cytosine-N4-specific) [EC:2.1.1.113]	0.0	low
vRhyme_unbinned_84__MGr3G3H3I_000000268864_12	vRhyme_unbinned_84__MGr3G3H3I_000000268864	vRhyme_unbinned_84__MGr3G3H3I_000000268864	unclassified		0.0	low
vRhyme_unbinned_84__MGr3G3H3I_000000268864_13	vRhyme_unbinned_84__MGr3G3H3I_000000268864	vRhyme_unbinned_84__MGr3G3H3I_000000268864	unclassified		0.0	low
vRhyme_unbinned_84__MGr3G3H3I_000000268864_14	vRhyme_unbinned_84__MGr3G3H3I_000000268864	vRhyme_unbinned_84__MGr3G3H3I_000000268864	unclassified	""	0.0	low
vRhyme_unbinned_84__MGr3G3H3I_000000268864_15	vRhyme_unbinned_84__MGr3G3H3I_000000268864	vRhyme_unbinned_84__MGr3G3H3I_000000268864	unclassified		0.0	low
vRhyme_unbinned_84__MGr3G3H3I_000000268864_16	vRhyme_unbinned_84__MGr3G3H3I_000000268864	vRhyme_unbinned_84__MGr3G3H3I_000000268864	unclassified		0.0	low
vRhyme_unbinned_84__MGr3G3H3I_000000268864_17	vRhyme_unbinned_84__MGr3G3H3I_000000268864	vRhyme_unbinned_84__MGr3G3H3I_000000268864	unclassified		0.0	low
vRhyme_unbinned_84__MGr3G3H3I_000000268864_18	vRhyme_unbinned_84__MGr3G3H3I_000000268864	vRhyme_unbinned_84__MGr3G3H3I_000000268864	unclassified		0.0	low
vRhyme_unbinned_85__MGr3G3H3I_000000273023_1	vRhyme_unbinned_85__MGr3G3H3I_000000273023	vRhyme_unbinned_85__MGr3G3H3I_000000273023	regulatory	flgR; two-component system, NtrC family, response regulator	0.0	low
vRhyme_unbinned_85__MGr3G3H3I_000000273023_2	vRhyme_unbinned_85__MGr3G3H3I_000000273023	vRhyme_unbinned_85__MGr3G3H3I_000000273023	unclassified		0.0	low
